id,sex,country,city,bdate,years,range_years
85225648,Male,Россия,Unfiled_city,1998,23,23-27
85108981,Male,Россия,Подольск,1995,26,23-27
85065932,Male,Россия,Рубцовск,1993,28,Старше 27
84827382,Male,Россия,Нефтекамск,1999,22,18-22
84822110,Male,Россия,Санкт-Петербург,1996,25,23-27
84764575,Male,Россия,Москва,1993,28,Старше 27
84645427,Male,Россия,Курск,1997,24,23-27
84580658,Male,Россия,Unfiled_city,1983,38,Старше 27
84506662,Male,Россия,Нижний Новгород,1998,23,23-27
84474087,Male,Россия,Зеленогорск,1993,28,Старше 27
84053465,Male,Россия,Магнитогорск,1996,25,23-27
83963975,Male,Россия,Саратов,1996,25,23-27
83832674,Male,Россия,Уфа,1996,25,23-27
83703299,Male,Россия,Новосибирск,1993,28,Старше 27
83579354,Male,Россия,Смоленск,1993,28,Старше 27
83514739,Female,Россия,Москва,1994,27,23-27
83459963,Male,Россия,Казань,2000,21,18-22
83444766,Male,Россия,Unfiled_city,1994,27,23-27
83330011,Male,Россия,Альметьевск,1999,22,18-22
83301565,Male,Россия,Unfiled_city,1992,29,Старше 27
82984400,Female,Россия,Чехов,1995,26,23-27
82813308,Male,Россия,Сыктывкар,1999,22,18-22
82752737,Male,Россия,Москва,1998,23,23-27
82689141,Male,Россия,Москва,1998,23,23-27
82665248,Male,Россия,Екатеринбург,1998,23,23-27
82605414,Male,Россия,Новосибирск,1999,22,18-22
82600929,Male,Россия,Тула,1996,25,23-27
82557333,Male,Россия,Санкт-Петербург,1998,23,23-27
82526408,Male,Россия,Unfiled_city,1998,23,23-27
82524493,Male,Россия,Москва,1998,23,23-27
82436311,Male,Россия,Unfiled_city,2001,20,18-22
82423754,Male,Россия,Москва,1998,23,23-27
82325783,Female,Россия,Рязань,1996,25,23-27
82219031,Male,Россия,Рязань,1997,24,23-27
82199658,Male,Россия,Екатеринбург,1998,23,23-27
82015482,Male,Россия,Благовещенск,1991,30,Старше 27
81865113,Male,Россия,Unfiled_city,1999,22,18-22
81601197,Male,Россия,Москва,1993,28,Старше 27
81557471,Male,Россия,Новосибирск,2000,21,18-22
81366616,Male,Россия,Калуга,1991,30,Старше 27
81156948,Female,Россия,Unfiled_city,1989,32,Старше 27
81135562,Male,Россия,Unfiled_city,1998,23,23-27
80943125,Male,Россия,Нижний Новгород,1981,40,Старше 27
80849410,Male,Россия,Тюмень,1999,22,18-22
80842145,Male,Россия,Москва,2000,21,18-22
80654077,Male,Россия,Рошаль,1993,28,Старше 27
80545496,Male,Россия,Казань,1997,24,23-27
80498629,Male,Россия,Москва,1999,22,18-22
80243496,Male,Россия,Калуга,1995,26,23-27
80158634,Female,Россия,Москва,1993,28,Старше 27
80156373,Male,Россия,Красноярск,1993,28,Старше 27
80083236,Male,Россия,Екатеринбург,1998,23,23-27
80047424,Female,Россия,Калининград,1997,24,23-27
79894049,Male,Россия,Киров,1988,33,Старше 27
79839478,Male,Россия,Смоленск,1995,26,23-27
79518732,Female,Россия,Unfiled_city,1998,23,23-27
79481747,Male,Россия,Новосибирск,1997,24,23-27
79442846,Male,Россия,Краснотурьинск,1997,24,23-27
79438822,Male,Россия,Барнаул,1996,25,23-27
79340899,Male,Россия,Новосибирск,1994,27,23-27
79232121,Male,Россия,Unfiled_city,1996,25,23-27
79123611,Male,Россия,Воронеж,1995,26,23-27
78962434,Male,Россия,Казань,1997,24,23-27
78952919,Male,Россия,Орехово-Зуево,1995,26,23-27
78808038,Male,Россия,Нижнекамск,1996,25,23-27
78510548,Male,Россия,Москва,1999,22,18-22
78445366,Male,Россия,Луга,1997,24,23-27
78220606,Male,Россия,Омск,1997,24,23-27
78196628,Male,Россия,Екатеринбург,1998,23,23-27
78066655,Male,Россия,Саранск,1998,23,23-27
77980140,Male,Россия,Алексин,1996,25,23-27
77673121,Female,Россия,Unfiled_city,1998,23,23-27
77213556,Male,Россия,Unfiled_city,1996,25,23-27
77188564,Male,Россия,Ростов-на-Дону,1994,27,23-27
77117211,Male,Россия,Нижний Новгород,1996,25,23-27
77053683,Male,Россия,Ханты-Мансийск,1997,24,23-27
76882656,Male,Россия,Владимир,1994,27,23-27
76778445,Male,Россия,Бобров,1997,24,23-27
76732573,Male,Россия,Екатеринбург,1996,25,23-27
76707570,Female,Россия,Верево,2002,19,18-22
76615373,Male,Россия,Нижний Новгород,2000,21,18-22
76409397,Male,Россия,Москва,1997,24,23-27
76380090,Male,Россия,Нижневартовск,1995,26,23-27
76038094,Female,Россия,Санкт-Петербург,1995,26,23-27
75679183,Male,Россия,Москва,1999,22,18-22
75626746,Male,Россия,Москва,1994,27,23-27
75599750,Male,Россия,Ростов-на-Дону,1996,25,23-27
75521327,Male,Россия,Москва,1995,26,23-27
75491080,Male,Россия,Москва,1994,27,23-27
75484196,Male,Россия,Киров,1995,26,23-27
75445428,Male,Россия,Санкт-Петербург,1997,24,23-27
75401036,Female,Россия,Москва,2000,21,18-22
74903562,Male,Россия,Иркутск,1994,27,23-27
74508238,Male,Россия,Тула,1991,30,Старше 27
74447808,Male,Россия,Саратов,1994,27,23-27
74384744,Male,Россия,Санкт-Петербург,1996,25,23-27
74373268,Male,Россия,Саранск,1999,22,18-22
74178612,Male,Россия,Екатеринбург,1996,25,23-27
74130406,Male,Россия,Хабаровск,1989,32,Старше 27
74088000,Male,Россия,Тверь,1996,25,23-27
73830241,Female,Россия,Unfiled_city,1998,23,23-27
73705970,Male,Россия,Волжский,1997,24,23-27
73676915,Male,Россия,Новокузнецк,1993,28,Старше 27
73639121,Male,Россия,Дмитров,1997,24,23-27
73574492,Male,Россия,Санкт-Петербург,1991,30,Старше 27
73571544,Female,Россия,Самара,1999,22,18-22
73513823,Male,Россия,Курск,1996,25,23-27
73409467,Male,Россия,Unfiled_city,1993,28,Старше 27
73245537,Male,Россия,Балашиха,1996,25,23-27
73143550,Male,Россия,Москва,1994,27,23-27
73105865,Male,Россия,Unfiled_city,1998,23,23-27
73103208,Male,Россия,Москва,1998,23,23-27
72989433,Male,Россия,Нижний Новгород,1999,22,18-22
72831860,Male,Россия,Москва,1995,26,23-27
72822464,Male,Россия,Лениногорск,1996,25,23-27
72804657,Male,Россия,Волгоград,1999,22,18-22
72710772,Male,Россия,Санкт-Петербург,1986,35,Старше 27
72558480,Male,Россия,Санкт-Петербург,1993,28,Старше 27
72533805,Male,Россия,Димитровград,1994,27,23-27
72447358,Male,Россия,Unfiled_city,1996,25,23-27
72334852,Male,Россия,Таганрог,1993,28,Старше 27
72299339,Male,Россия,Екатеринбург,1994,27,23-27
72120161,Female,Россия,Москва,1999,22,18-22
72118975,Male,Россия,Сургут,1996,25,23-27
72112418,Male,Россия,Санкт-Петербург,1997,24,23-27
71805473,Female,Россия,Санкт-Петербург,1996,25,23-27
71740239,Male,Россия,Казань,1996,25,23-27
71513870,Male,Россия,Рязань,1997,24,23-27
71484136,Male,Россия,Москва,1999,22,18-22
71449906,Male,Россия,Волгоград,1996,25,23-27
71419824,Male,Россия,Воронеж,1998,23,23-27
71063384,Male,Россия,Unfiled_city,1995,26,23-27
71042402,Male,Россия,Санкт-Петербург,1997,24,23-27
70819221,Male,Россия,Волгоград,1995,26,23-27
70813731,Male,Россия,Санкт-Петербург,1998,23,23-27
70798642,Male,Россия,Екатеринбург,1997,24,23-27
70707143,Male,Россия,Санкт-Петербург,1997,24,23-27
70643338,Male,Россия,Unfiled_city,1995,26,23-27
70599874,Male,Россия,Пущино,1998,23,23-27
70561518,Male,Россия,Рыбинск,1996,25,23-27
70518729,Male,Россия,Unfiled_city,1999,22,18-22
70311321,Male,Россия,Воронеж,1993,28,Старше 27
70303968,Male,Россия,Unfiled_city,1995,26,23-27
70296516,Male,Россия,Unfiled_city,1999,22,18-22
70003250,Male,Россия,Москва,1987,34,Старше 27
69789753,Male,Россия,Ярославль,1996,25,23-27
69674509,Male,Россия,Unfiled_city,1997,24,23-27
69633095,Male,Россия,Благовещенск,1992,29,Старше 27
69563810,Male,Россия,Тюмень,1997,24,23-27
69457028,Male,Россия,Unfiled_city,1996,25,23-27
69397917,Male,Россия,Санкт-Петербург,1991,30,Старше 27
69396576,Male,Россия,Барнаул,1995,26,23-27
69301944,Female,Россия,Краснодар,1993,28,Старше 27
69272849,Male,Россия,Москва,1995,26,23-27
69122813,Female,Россия,Орёл,1998,23,23-27
69043279,Female,Россия,Королёв,1998,23,23-27
69010132,Female,Россия,Воронеж,1995,26,23-27
68965142,Male,Россия,Москва,1999,22,18-22
68732667,Male,Россия,Москва,2000,21,18-22
68630115,Male,Россия,Белореченск,1994,27,23-27
68608487,Male,Россия,Нижний Новгород,1996,25,23-27
68375104,Male,Россия,Шадринск,1997,24,23-27
68367212,Female,Россия,Екатеринбург,1997,24,23-27
68217527,Male,Россия,Unfiled_city,1998,23,23-27
68215638,Male,Россия,Уфа,1994,27,23-27
68215198,Male,Россия,Бердяуш,1994,27,23-27
68130310,Male,Россия,Рассказово,1994,27,23-27
68047962,Female,Россия,Санкт-Петербург,2000,21,18-22
67894337,Male,Россия,Unfiled_city,1997,24,23-27
67874437,Male,Россия,Москва,2000,21,18-22
67863945,Male,Россия,Волгоград,1996,25,23-27
67777361,Male,Россия,Обнинск,1997,24,23-27
67711619,Female,Россия,Иркутск,1995,26,23-27
67510364,Male,Россия,Чита,1997,24,23-27
67463217,Male,Россия,Unfiled_city,1998,23,23-27
67125078,Male,Россия,Уфа,1997,24,23-27
67109934,Male,Россия,Курск,1996,25,23-27
67069493,Female,Россия,Москва,2000,21,18-22
67023610,Male,Россия,Липецк,1997,24,23-27
66845558,Male,Россия,Саратов,1992,29,Старше 27
66808097,Male,Россия,Севастополь,1999,22,18-22
66751612,Male,Россия,Белгород,1997,24,23-27
66712023,Male,Россия,Иркутск,1993,28,Старше 27
66594620,Male,Россия,Казань,1999,22,18-22
66487204,Female,Россия,Архангельск,1998,23,23-27
66438961,Male,Россия,Белгород,1998,23,23-27
66340201,Male,Россия,Санкт-Петербург,1999,22,18-22
66280716,Male,Россия,Ессентуки,1993,28,Старше 27
66226774,Male,Россия,Томск,1994,27,23-27
66212777,Male,Россия,Волжский,1998,23,23-27
65977938,Male,Россия,Белгород,1995,26,23-27
65850042,Male,Россия,Санкт-Петербург,1996,25,23-27
65849895,Male,Россия,Unfiled_city,1993,28,Старше 27
65790003,Male,Россия,Тамбов,1994,27,23-27
65763559,Male,Россия,Новосибирск,1992,29,Старше 27
65730883,Male,Россия,Unfiled_city,1993,28,Старше 27
65705714,Male,Россия,Тюмень,1994,27,23-27
65694103,Male,Россия,Химки,2000,21,18-22
65579233,Male,Россия,Пермь,2000,21,18-22
65561844,Male,Россия,Москва,1995,26,23-27
65526018,Male,Россия,Новосибирск,1995,26,23-27
65461437,Male,Россия,Москва,2000,21,18-22
65388180,Male,Россия,Ставрополь,1999,22,18-22
65377542,Male,Россия,Unfiled_city,1994,27,23-27
65338793,Male,Россия,Санкт-Петербург,1992,29,Старше 27
65280917,Male,Россия,Москва,1998,23,23-27
65268602,Male,Россия,Unfiled_city,1999,22,18-22
65261913,Male,Россия,Вологда,1997,24,23-27
65236381,Male,Россия,Арзамас,1996,25,23-27
65093851,Male,Россия,Улан-Удэ,1997,24,23-27
65011809,Female,Россия,Москва,2001,20,18-22
64852993,Male,Россия,Unfiled_city,1994,27,23-27
64827810,Male,Россия,Москва,2000,21,18-22
64647071,Male,Россия,Unfiled_city,1999,22,18-22
64633480,Male,Россия,Москва,1998,23,23-27
64617194,Male,Россия,Омск,1998,23,23-27
64573258,Male,Россия,Москва,1999,22,18-22
64570995,Male,Россия,Череповец,1999,22,18-22
64562814,Male,Россия,Касимов,1995,26,23-27
64510881,Male,Россия,Москва,1998,23,23-27
64480413,Female,Россия,Москва,1996,25,23-27
64362959,Male,Россия,Можайск,1994,27,23-27
64317327,Male,Россия,Санкт-Петербург,1997,24,23-27
64294475,Male,Россия,Саратов,1995,26,23-27
64213931,Male,Россия,Омск,1997,24,23-27
64198212,Male,Россия,Омск,1998,23,23-27
64139721,Male,Россия,Казань,1993,28,Старше 27
64069115,Male,Россия,Unfiled_city,1996,25,23-27
64048258,Male,Россия,Сергиев Посад,1995,26,23-27
63964195,Male,Россия,Нижнекамск,1991,30,Старше 27
63767978,Male,Россия,Воронеж,1994,27,23-27
63623530,Male,Россия,Сочи,1992,29,Старше 27
63502946,Male,Россия,Старый Оскол,1994,27,23-27
63459874,Male,Россия,Владимир,1997,24,23-27
63410774,Male,Россия,Копейск,1996,25,23-27
63214336,Male,Россия,Москва,1998,23,23-27
63164123,Male,Россия,Нижневартовск,1993,28,Старше 27
63024325,Male,Россия,Новокузнецк,1993,28,Старше 27
63019687,Male,Россия,Ульяновск,1998,23,23-27
62797620,Male,Россия,Unfiled_city,1997,24,23-27
62759772,Male,Россия,Томск,1996,25,23-27
62750504,Male,Россия,Каменск-Шахтинский,1990,31,Старше 27
62682174,Male,Россия,Красноярск,1998,23,23-27
62510464,Male,Россия,Воронеж,1998,23,23-27
62495316,Male,Россия,Екатеринбург,1998,23,23-27
62475234,Male,Россия,Рыбинск,1992,29,Старше 27
62402687,Male,Россия,Новороссийск,1993,28,Старше 27
62384428,Male,Россия,Красногорск,1996,25,23-27
62289370,Male,Россия,Пушкино,1998,23,23-27
62278270,Male,Россия,Екатеринбург,1996,25,23-27
62168448,Male,Россия,Самара,1997,24,23-27
62137373,Male,Россия,Псков,1996,25,23-27
62130252,Male,Россия,Липецк,1998,23,23-27
62077230,Male,Россия,Самара,1999,22,18-22
62009087,Male,Россия,Москва,1996,25,23-27
61971745,Male,Россия,Санкт-Петербург,1992,29,Старше 27
61643681,Male,Россия,Unfiled_city,1996,25,23-27
61602801,Female,Россия,Тюмень,1997,24,23-27
61544738,Male,Россия,Кемерово,2000,21,18-22
61402312,Male,Россия,Магнитогорск,1996,25,23-27
61146577,Female,Россия,Уфа,1994,27,23-27
60989263,Male,Россия,Санкт-Петербург,1994,27,23-27
60925712,Male,Россия,Москва,1999,22,18-22
60827076,Male,Россия,Смоленск,1997,24,23-27
60722492,Male,Россия,Москва,1998,23,23-27
60696999,Male,Россия,Воронеж,1995,26,23-27
60676100,Male,Россия,Санкт-Петербург,1994,27,23-27
60166852,Male,Россия,Севастополь,1992,29,Старше 27
60055000,Male,Россия,Димитровград,2000,21,18-22
60037822,Male,Россия,Северодвинск,1991,30,Старше 27
59989108,Male,Россия,Unfiled_city,1998,23,23-27
59841282,Male,Россия,Саратов,1992,29,Старше 27
59827765,Male,Россия,Балашиха,1995,26,23-27
59820054,Male,Россия,Балашиха,1998,23,23-27
59792979,Male,Россия,Тюмень,1996,25,23-27
59750328,Male,Россия,Санкт-Петербург,1997,24,23-27
59713369,Male,Россия,Северодвинск,1998,23,23-27
59682788,Male,Россия,Саранск,1995,26,23-27
59628194,Female,Россия,Unfiled_city,1992,29,Старше 27
59374091,Male,Россия,Рязань,1997,24,23-27
59280955,Male,Россия,Unfiled_city,1996,25,23-27
59271126,Male,Россия,Москва,1997,24,23-27
59184086,Male,Россия,Москва,1996,25,23-27
59182164,Male,Россия,Unfiled_city,1997,24,23-27
59182030,Male,Россия,Грозный,1991,30,Старше 27
59029247,Female,Россия,Москва,1996,25,23-27
59028395,Male,Россия,Unfiled_city,1996,25,23-27
59023916,Male,Россия,Москва,1997,24,23-27
58845867,Male,Россия,Unfiled_city,1994,27,23-27
58797978,Male,Россия,Энгельс,1998,23,23-27
58558029,Male,Россия,Санкт-Петербург,1994,27,23-27
58551660,Male,Россия,Азов,1994,27,23-27
58535055,Female,Россия,Москва,1995,26,23-27
58341479,Male,Россия,Волгоград,1990,31,Старше 27
58331735,Male,Россия,Обнинск,1993,28,Старше 27
58312192,Male,Россия,Ждановский,1997,24,23-27
58311452,Female,Россия,Санкт-Петербург,1998,23,23-27
58230264,Male,Россия,Москва,1996,25,23-27
58204863,Male,Россия,Москва,1988,33,Старше 27
58191808,Male,Россия,Тольятти,1998,23,23-27
58180181,Male,Россия,Нижний Новгород,1993,28,Старше 27
58157551,Male,Россия,Москва,1997,24,23-27
57842984,Male,Россия,Санкт-Петербург,1996,25,23-27
57772477,Male,Россия,Волгоград,1997,24,23-27
57677538,Male,Россия,Москва,1997,24,23-27
57624855,Male,Россия,Челябинск,1993,28,Старше 27
57622785,Male,Россия,Новосибирск,1996,25,23-27
57548803,Male,Россия,Воронеж,1997,24,23-27
57506102,Female,Россия,Вологда,1995,26,23-27
57502891,Male,Россия,Десногорск,1995,26,23-27
57480736,Female,Россия,Москва,2001,20,18-22
57400397,Male,Россия,Санкт-Петербург,1995,26,23-27
57339465,Male,Россия,Санкт-Петербург,1995,26,23-27
57196567,Male,Россия,Архангельск,1998,23,23-27
56911472,Male,Россия,Лениногорск,1996,25,23-27
56741829,Female,Россия,Новосибирск,1995,26,23-27
56632934,Male,Россия,Химки,1995,26,23-27
56517992,Male,Россия,Новосибирск,1984,37,Старше 27
56342511,Male,Россия,Кимовск,1995,26,23-27
56317988,Male,Россия,Москва,1997,24,23-27
55860906,Male,Россия,Москва,1997,24,23-27
55663307,Male,Россия,Саратов,1998,23,23-27
55573804,Male,Россия,Самара,1997,24,23-27
55557906,Female,Россия,Рязань,1996,25,23-27
55542130,Male,Россия,Каменск-Уральский,1994,27,23-27
55505301,Male,Россия,Омск,1996,25,23-27
55463935,Male,Россия,Тюмень,1996,25,23-27
55455096,Male,Россия,Брянск,1995,26,23-27
55437054,Female,Россия,Москва,1994,27,23-27
55424396,Male,Россия,Москва,1996,25,23-27
55271155,Male,Россия,Нижний Новгород,1996,25,23-27
55211004,Male,Россия,Красноярск,1997,24,23-27
55164786,Male,Россия,Ишимбай,1997,24,23-27
55131795,Male,Россия,Воронеж,1993,28,Старше 27
55112540,Male,Россия,Казань,1991,30,Старше 27
55042704,Male,Россия,Unfiled_city,1996,25,23-27
55028266,Male,Россия,Екатеринбург,1997,24,23-27
55018033,Male,Россия,Москва,2001,20,18-22
54972188,Male,Россия,Новосибирск,1999,22,18-22
54967636,Male,Россия,Саранск,1999,22,18-22
54835316,Male,Россия,Москва,2000,21,18-22
54834496,Male,Россия,Санкт-Петербург,1999,22,18-22
54825130,Male,Россия,Москва,1999,22,18-22
54794381,Male,Россия,Мурманск,1997,24,23-27
54789560,Male,Россия,Москва,1995,26,23-27
54615903,Male,Россия,Ярославль,1996,25,23-27
54594849,Male,Россия,Unfiled_city,1999,22,18-22
54571027,Male,Россия,Unfiled_city,1995,26,23-27
54500665,Male,Россия,Москва,1993,28,Старше 27
54462164,Male,Россия,Санкт-Петербург,1984,37,Старше 27
54452208,Male,Россия,Пермь,1994,27,23-27
54405915,Female,Россия,Unfiled_city,1997,24,23-27
54344134,Male,Россия,Хабаровск,1997,24,23-27
54300321,Male,Россия,Долгопрудный,1999,22,18-22
54226844,Male,Россия,Москва,1990,31,Старше 27
54132602,Male,Россия,Мытищи,1997,24,23-27
54123266,Male,Россия,Unfiled_city,1998,23,23-27
53915716,Male,Россия,Омск,1995,26,23-27
53895235,Male,Россия,Тольятти,1996,25,23-27
53880490,Male,Россия,Оренбург,1998,23,23-27
53862853,Male,Россия,Нижний Новгород,1995,26,23-27
53836066,Male,Россия,Абакан,1997,24,23-27
53812403,Male,Россия,Воронеж,1996,25,23-27
53752698,Male,Россия,Обь,1996,25,23-27
53735386,Male,Россия,Новосибирск,1998,23,23-27
53690188,Male,Россия,Киров,1995,26,23-27
53647758,Male,Россия,Курск,1995,26,23-27
53622637,Male,Россия,Белово,1994,27,23-27
53590843,Male,Россия,Пермь,1992,29,Старше 27
53553647,Male,Россия,Оренбург,1996,25,23-27
53488607,Male,Россия,Unfiled_city,1998,23,23-27
53420567,Male,Россия,Москва,1988,33,Старше 27
53269500,Male,Россия,Кострома,1996,25,23-27
53080453,Male,Россия,Москва,1998,23,23-27
53046543,Male,Россия,Москва,1996,25,23-27
52971140,Male,Россия,Москва,1996,25,23-27
52953861,Male,Россия,Москва,1997,24,23-27
52929841,Male,Россия,Самара,1998,23,23-27
52828359,Male,Россия,Москва,1997,24,23-27
52806636,Male,Россия,Ижевск,1996,25,23-27
52715542,Male,Россия,Москва,1997,24,23-27
52658554,Male,Россия,Unfiled_city,1999,22,18-22
52490356,Male,Россия,Москва,1995,26,23-27
52395761,Male,Россия,Москва,1997,24,23-27
52389058,Male,Россия,Сургут,1995,26,23-27
52273367,Male,Россия,Москва,1998,23,23-27
52216749,Male,Россия,Мытищи,1999,22,18-22
52210906,Male,Россия,Саратов,1995,26,23-27
52001367,Male,Россия,Санкт-Петербург,1998,23,23-27
51946889,Female,Россия,Ставрополь,1997,24,23-27
51857288,Female,Россия,Unfiled_city,1999,22,18-22
51855533,Male,Россия,Москва,1997,24,23-27
51836321,Male,Россия,Екатеринбург,1998,23,23-27
51835087,Male,Россия,Калуга,1994,27,23-27
51635054,Male,Россия,Благовещенск,1985,36,Старше 27
51631925,Male,Россия,Москва,1993,28,Старше 27
51601246,Male,Россия,Москва,1995,26,23-27
51538033,Male,Россия,Санкт-Петербург,1996,25,23-27
51532995,Male,Россия,Вологда,1998,23,23-27
51530824,Male,Россия,Казань,1996,25,23-27
51439613,Male,Россия,Санкт-Петербург,1998,23,23-27
51423903,Male,Россия,Екатеринбург,1997,24,23-27
51411908,Male,Россия,Санкт-Петербург,1994,27,23-27
51277639,Male,Россия,Йошкар-Ола,1995,26,23-27
51269505,Male,Россия,Заречный,1998,23,23-27
51084490,Male,Россия,Самара,1993,28,Старше 27
51083924,Female,Россия,Новокуйбышевск,1998,23,23-27
51079463,Male,Россия,Владимир,1993,28,Старше 27
50941014,Male,Россия,Пенза,1996,25,23-27
50886201,Male,Россия,Череповец,1999,22,18-22
50873496,Male,Россия,Чебоксары,1995,26,23-27
50625911,Male,Россия,Москва,1997,24,23-27
50594993,Male,Россия,Москва,2003,18,18-22
50472427,Male,Россия,Люберцы,1994,27,23-27
50470527,Male,Россия,Unfiled_city,1997,24,23-27
50368553,Male,Россия,Unfiled_city,1995,26,23-27
50278633,Male,Россия,Unfiled_city,1997,24,23-27
50239534,Male,Россия,Ростов-на-Дону,1994,27,23-27
50192433,Male,Россия,Unfiled_city,1998,23,23-27
50057536,Male,Россия,Москва,1997,24,23-27
50046837,Male,Россия,Санкт-Петербург,1997,24,23-27
49909328,Male,Россия,Вологда,1992,29,Старше 27
49871394,Male,Россия,Архангельск,1998,23,23-27
49813942,Male,Россия,Казань,1998,23,23-27
49811999,Male,Россия,Unfiled_city,1996,25,23-27
49791598,Male,Россия,Москва,1995,26,23-27
49763978,Male,Россия,Москва,2001,20,18-22
49726411,Male,Россия,Unfiled_city,1995,26,23-27
49640794,Male,Россия,Енисейск,1995,26,23-27
49604875,Male,Россия,Новосибирск,1998,23,23-27
49583733,Male,Россия,Тверь,1995,26,23-27
49549953,Male,Россия,Новосибирск,1997,24,23-27
49536613,Male,Россия,Липецк,1996,25,23-27
49533927,Male,Россия,Ижевск,1996,25,23-27
49474555,Male,Россия,Москва,1996,25,23-27
49438974,Male,Россия,Новосибирск,1995,26,23-27
49388373,Male,Россия,Москва,1998,23,23-27
49059438,Male,Россия,Санкт-Петербург,1998,23,23-27
49049699,Male,Россия,Ульяновск,1998,23,23-27
48881896,Male,Россия,Санкт-Петербург,1997,24,23-27
48580434,Female,Россия,Ростов-на-Дону,1996,25,23-27
48374123,Female,Россия,Москва,1994,27,23-27
48322280,Male,Россия,Воронеж,1997,24,23-27
48209555,Male,Россия,Ростов-на-Дону,1997,24,23-27
48161720,Male,Россия,Санкт-Петербург,1996,25,23-27
48056671,Male,Россия,Санкт-Петербург,1995,26,23-27
48030853,Male,Россия,Москва,1999,22,18-22
47958296,Male,Россия,Москва,1994,27,23-27
47947948,Male,Россия,Ялта,1997,24,23-27
47913745,Male,Россия,Санкт-Петербург,1992,29,Старше 27
47838565,Male,Россия,Кемерово,1993,28,Старше 27
47679747,Male,Россия,Москва,1988,33,Старше 27
47617129,Male,Россия,Unfiled_city,1996,25,23-27
47550973,Male,Россия,Москва,1995,26,23-27
47501301,Female,Россия,Краснодар,1995,26,23-27
47483094,Male,Россия,Каменск-Шахтинский,1982,39,Старше 27
47474489,Male,Россия,Нижний Новгород,1995,26,23-27
47188679,Male,Россия,Пермь,1998,23,23-27
47141337,Male,Россия,Ростов-на-Дону,1996,25,23-27
47102168,Male,Россия,Барнаул,1994,27,23-27
47029761,Male,Россия,Ессентуки,1983,38,Старше 27
46882438,Male,Россия,Курск,1999,22,18-22
46782461,Male,Россия,Калининград,2000,21,18-22
46636845,Male,Россия,Краснодар,1992,29,Старше 27
46376797,Male,Россия,Москва,1998,23,23-27
46253674,Male,Россия,Омск,1990,31,Старше 27
46219090,Male,Россия,Unfiled_city,2001,20,18-22
46184651,Male,Россия,Нижнекамск,1995,26,23-27
45965612,Male,Россия,Москва,1992,29,Старше 27
45932647,Male,Россия,Брянск,1996,25,23-27
45925882,Male,Россия,Новомосковск,1994,27,23-27
45860112,Male,Россия,Санкт-Петербург,2000,21,18-22
45707931,Male,Россия,Владивосток,1997,24,23-27
45453383,Male,Россия,Екатеринбург,1997,24,23-27
45404903,Male,Россия,Санкт-Петербург,1996,25,23-27
45258868,Male,Россия,Петрозаводск,1999,22,18-22
45239734,Male,Россия,Магнитогорск,1996,25,23-27
45204072,Male,Россия,Тюмень,1994,27,23-27
44999333,Male,Россия,Москва,1996,25,23-27
44969330,Male,Россия,Липецк,1997,24,23-27
44955205,Male,Россия,Сергиев Посад,1996,25,23-27
44877807,Female,Россия,Москва,1997,24,23-27
44806234,Male,Россия,Кингисепп,1992,29,Старше 27
44665249,Male,Россия,Unfiled_city,1994,27,23-27
44633425,Female,Россия,Севастополь,1999,22,18-22
44617317,Male,Россия,Unfiled_city,1997,24,23-27
44513613,Male,Россия,Unfiled_city,1996,25,23-27
44485186,Male,Россия,Москва,1997,24,23-27
44428394,Male,Россия,Москва,1999,22,18-22
44321709,Male,Россия,Unfiled_city,2007,14,Младше 18
44317528,Female,Россия,Unfiled_city,1992,29,Старше 27
44234751,Male,Россия,Санкт-Петербург,1996,25,23-27
44186237,Female,Россия,Липецк,1992,29,Старше 27
44131077,Male,Россия,Ставрополь,1987,34,Старше 27
44051795,Male,Россия,Удомля,1997,24,23-27
44015904,Male,Россия,Сосногорск,1999,22,18-22
43886306,Female,Россия,Курган,1996,25,23-27
43865634,Male,Россия,Тольятти,1995,26,23-27
43848893,Male,Россия,Славгород,1994,27,23-27
43698171,Male,Россия,Краснодар,1994,27,23-27
43594082,Male,Россия,Воронеж,1991,30,Старше 27
43585727,Male,Россия,Самара,1994,27,23-27
43551711,Male,Россия,Екатеринбург,1997,24,23-27
43365821,Male,Россия,Орехово-Зуево,1997,24,23-27
43350753,Male,Россия,Unfiled_city,1996,25,23-27
43241341,Female,Россия,Санкт-Петербург,1992,29,Старше 27
43033756,Male,Россия,Иркутск,1994,27,23-27
42929226,Male,Россия,Санкт-Петербург,1998,23,23-27
42808012,Male,Россия,Пенза,1995,26,23-27
42788537,Male,Россия,Омск,1996,25,23-27
42748532,Male,Россия,Дзержинск,1994,27,23-27
42728983,Male,Россия,Unfiled_city,1997,24,23-27
42412656,Male,Россия,Москва,1995,26,23-27
42254635,Male,Россия,Санкт-Петербург,1995,26,23-27
42215352,Male,Россия,Новомосковск,1994,27,23-27
42182691,Male,Россия,Санкт-Петербург,1996,25,23-27
42034784,Male,Россия,Ярославль,1988,33,Старше 27
42012466,Male,Россия,Москва,1992,29,Старше 27
41945087,Male,Россия,Урюпинск,1995,26,23-27
41871838,Male,Россия,Unfiled_city,1995,26,23-27
41819920,Male,Россия,Unfiled_city,1994,27,23-27
41620520,Male,Россия,Москва,1997,24,23-27
41608823,Male,Россия,Новосибирск,1995,26,23-27
41552332,Male,Россия,Новосибирск,1996,25,23-27
